Latitude,Longtitude,State,LGA,Population,Number of households,Number of households offgrid,Number of people owning mobile phones,Number of households owning radios,Number of ABC1 consumers,Median annual household spending per capita,"Number of households spending over 110,000 N annually per capita","Number of households spending over 5,000 N monthly on energy","Number of households spending over 10,000 N monthly on energy","Number of households spending over 250,000 N annually on discretionary expenses",Number of households with generators,Number of households with televisions,Proportion of households offgrid,Proportion of people owning mobile phones,Proportion of households owning radios,Proportion of ABC1 consumers,"Proportion of households spending over 110,000 N annually per capita","Proportion of households spending over 5,000 N monthly on energy","Proportion of households spending over 10,000 N monthly on energy","Proportion of households spending over 250,000 N annually on discretionary expenses",Proportion of households with generators,Proportion of households with televisions
6.420833333,2.854166667,Lagos,Badagry,  405 ,  90 ,  18 ,  379 ,  54 ,  144 ,"  173,906 ",  59 ,  41 ,  5 ,  60 ,  56 ,  64 ,20%,94%,60%,36%,65%,46%,6%,66%,62%,71%
6.412499999,2.979166667,Lagos,Badagry,  33 ,  7 ,  2 ,  30 ,  5 ,  13 ,"  152,440 ",  5 ,  3 ,  1 ,  5 ,  5 ,  5 ,25%,91%,63%,38%,66%,46%,9%,72%,64%,65%
6.420833333,2.7125,Lagos,Badagry,  36 ,  8 ,  1 ,  35 ,  5 ,  13 ,"  140,239 ",  5 ,  3 ,  0 ,  5 ,  6 ,  5 ,14%,96%,68%,36%,64%,42%,1%,64%,74%,67%
6.379166666,2.7125,Lagos,Badagry,  139 ,  31 ,  4 ,  134 ,  21 ,  54 ,"  132,364 ",  19 ,  17 ,  2 ,  22 ,  21 ,  24 ,11%,96%,69%,39%,62%,54%,6%,72%,68%,76%
6.412499999,2.9875,Lagos,Badagry,  140 ,  31 ,  9 ,  127 ,  19 ,  55 ,"  167,979 ",  21 ,  15 ,  3 ,  23 ,  20 ,  20 ,30%,91%,62%,39%,69%,47%,8%,73%,64%,66%
6.420833333,2.770833334,Lagos,Badagry,  176 ,  39 ,  6 ,  169 ,  24 ,  51 ,"  153,351 ",  28 ,  17 ,  8 ,  25 ,  28 ,  29 ,15%,96%,62%,29%,71%,43%,20%,63%,72%,75%
6.404166666,2.8375,Lagos,Badagry,  67 ,  15 ,  5 ,  62 ,  9 ,  22 ,"  103,604 ",  10 ,  7 ,  0 ,  9 ,  11 ,  11 ,31%,93%,62%,33%,64%,48%,2%,59%,71%,74%
6.420833333,3.0375,Lagos,Badagry,  40 ,  9 ,  1 ,  37 ,  5 ,  12 ,"  111,526 ",  6 ,  4 ,  1 ,  6 ,  6 ,  6 ,16%,92%,60%,30%,73%,43%,9%,64%,64%,68%
6.420833333,2.7625,Lagos,Badagry,  529 ,  117 ,  17 ,  511 ,  73 ,  152 ,"  161,890 ",  81 ,  48 ,  20 ,  70 ,  86 ,  83 ,15%,97%,62%,29%,69%,41%,17%,60%,73%,70%
6.429166666,2.8375,Lagos,Badagry,  17 ,  4 ,  1 ,  16 ,  2 ,  5 ,"  176,873 ",  3 ,  1 ,  0 ,  2 ,  2 ,  2 ,17%,94%,60%,31%,68%,39%,8%,62%,60%,63%
6.437499999,2.829166667,Lagos,Badagry,  95 ,  21 ,  3 ,  89 ,  13 ,  32 ,"  173,234 ",  15 ,  8 ,  3 ,  14 ,  13 ,  13 ,13%,94%,61%,34%,73%,40%,12%,65%,61%,62%
6.470833333,3.070833334,Lagos,Badagry,  120 ,  27 ,  5 ,  113 ,  17 ,  50 ,"  204,839 ",  22 ,  12 ,  3 ,  21 ,  18 ,  16 ,19%,94%,63%,42%,82%,47%,13%,78%,68%,59%
6.412499999,2.8625,Lagos,Badagry,  466 ,  103 ,  16 ,  438 ,  63 ,  156 ,"  155,536 ",  66 ,  53 ,  4 ,  67 ,  69 ,  73 ,16%,94%,61%,34%,63%,51%,4%,65%,67%,71%
6.412499999,3.0375,Lagos,Badagry,  27 ,  6 ,  1 ,  25 ,  4 ,  9 ,"  112,499 ",  5 ,  3 ,  1 ,  4 ,  4 ,  4 ,13%,92%,60%,33%,76%,44%,10%,65%,64%,71%
6.412499999,3.020833334,Lagos,Badagry,"  1,395 ",  309 ,  53 ,"  1,277 ",  199 ,  461 ,"  151,114 ",  237 ,  135 ,  27 ,  218 ,  212 ,  223 ,17%,92%,64%,33%,77%,44%,9%,71%,69%,72%
6.462499999,3.054166667,Lagos,Badagry,  277 ,  61 ,  5 ,  269 ,  40 ,  116 ,"  178,559 ",  43 ,  28 ,  4 ,  48 ,  46 ,  43 ,8%,97%,65%,42%,70%,46%,6%,79%,75%,71%
6.420833333,2.7375,Lagos,Badagry,  255 ,  56 ,  8 ,  245 ,  37 ,  74 ,"  151,193 ",  36 ,  25 ,  3 ,  34 ,  41 ,  41 ,14%,96%,66%,29%,65%,45%,6%,60%,73%,73%
6.395833333,2.845833334,Lagos,Badagry,  708 ,  156 ,  47 ,  662 ,  99 ,  221 ,"  106,168 ",  71 ,  77 ,  92 ,  97 ,  74 ,  65 ,30%,94%,64%,31%,45%,49%,59%,62%,48%,41%
6.420833333,3.0625,Lagos,Badagry,  27 ,  6 ,  1 ,  25 ,  4 ,  7 ,"  127,578 ",  4 ,  3 ,  1 ,  4 ,  4 ,  4 ,18%,92%,59%,27%,73%,42%,12%,62%,72%,69%
6.462499999,3.0625,Lagos,Badagry,  13 ,  3 ,  0 ,  13 ,  2 ,  5 ,"  187,626 ",  2 ,  1 ,  0 ,  2 ,  2 ,  2 ,13%,96%,60%,36%,73%,44%,9%,73%,67%,60%
6.412499999,2.870833334,Lagos,Badagry,  134 ,  29 ,  5 ,  126 ,  18 ,  52 ,"  152,363 ",  21 ,  14 ,  1 ,  22 ,  20 ,  21 ,15%,94%,63%,39%,71%,49%,4%,75%,67%,71%
